Location,Date of Accident,Time of Accident,Accident Severity,Collision Type,Cause of Accident,Number of Vehicles,Vehicle Types,Driver Age Group,Number of Fatalities,Number of Injuries,Property Damage Level,location_standardized,location_name,formatted_address,latitude,longitude
High Level Road Kirulapone,2025-05-05,07:46,Minor Injury,Multi-vehicle Collision,Failure to Yield,3,Three Wheeler; Lorry; Motorcycle,36-45,0,2,Low,"High Level Road Kirulapone, Colombo, Sri Lanka","High Level Road Kirulapone, Colombo, Sri Lanka","High Level Rd, Colombo, Sri Lanka",6.8775584,79.8793098
Sir Chittampalam A Gardiner Mawatha Fort,2024-02-28,03:34,Serious Injury,Motorcycle Collision,Pedestrian Negligence,2,Motorcycle; Lorry,36-45,0,6,High,"Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawath, Colombo, Sri Lanka",6.9298377,79.8477933
Grandpass Junction,2025-09-25,17:18,Minor Injury,Multi-vehicle Collision,Reckless Driving,4,Motorcycle; Three Wheeler; Car; Bicycle,26-35,0,4,Moderate,"Grandpass Junction, Colombo, Sri Lanka","Grandpass Junction, Colombo, Sri Lanka","Grandpass Rd, Colombo, Sri Lanka",6.9432514,79.8685531
Mattakkuliya Junction,2025-08-23,19:58,Minor Injury,Rear-end Collision,Driver Fatigue,4,Three Wheeler; Bus; Motorcycle; Lorry,18-25,0,4,Low,"Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Brg, Colombo, Sri Lanka",6.9805611,79.875318
Kollupitiya Railway Station Area,2025-10-16,21:16,Minor Injury,Rear-end Collision,Driver Negligence,3,Motorcycle; Three Wheeler; Car,18-25,0,2,Low,"Kollupitiya Railway Station Area, Colombo, Sri Lanka","Kollupitiya Railway Station Area, Colombo, Sri Lanka","Kollupitiya Railway Station, Colombo, Sri Lanka",6.9112629,79.8481782
Pettah Market Area,2024-01-27,19:52,Minor Injury,Rear-end Collision,Unsafe Lane Change,2,Car; Motorcycle,36-45,0,1,Moderate,"Pettah Market Area, Colombo, Sri Lanka","Pettah Market Area, Colombo, Sri Lanka","WVP3+VMM, Keyzer St, Colombo 01100, Sri Lanka",6.937201699999999,79.854187
Borella Junction,2024-06-29,07:18,Fatal,Motorcycle Collision,Reckless Driving,2,Motorcycle; Bicycle,18-25,1,4,Moderate,"Borella Junction, Colombo, Sri Lanka","Borella Junction, Colombo, Sri Lanka","18 Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",6.9139525,79.878481
Bambalapitiya Railway Station Area,2022-07-29,20:22,Minor Injury,Motorcycle Collision,Driver Negligence,2,Motorcycle; Van,18-25,0,3,High,"Bambalapitiya Railway Station Area, Colombo, Sri Lanka","Bambalapitiya Railway Station Area, Colombo, Sri Lanka","Bambalapitiya Railway Station, Colombo, Sri Lanka",6.8936984,79.8529574
Sir Chittampalam A Gardiner Mawatha Fort,2024-05-02,07:11,Minor Injury,Rear-end Collision,Reckless Driving,4,Lorry; Motorcycle; Three Wheeler; Car,18-25,0,2,Low,"Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawath, Colombo, Sri Lanka",6.9298377,79.8477933
Union Place,2025-05-13,22:34,Minor Injury,Single Vehicle Crash,Reckless Driving,1,Motorcycle,18-25,0,4,Low,"Union Place, Colombo, Sri Lanka","Union Place, Colombo, Sri Lanka","Union Place, Colombo, Sri Lanka",6.922958299999999,79.8523572
Wellawatte Junction,2023-11-12,09:07,Fatal,Rear-end Collision,Overspeeding,1,Three Wheeler,26-35,1,1,Moderate,"Wellawatte Junction, Colombo, Sri Lanka","Wellawatte Junction, Colombo, Sri Lanka","Wellawatte, Colombo 00600, Sri Lanka",6.874092099999999,79.8604934
Galle Road Fort,2022-01-29,09:09,Serious Injury,Side-impact Collision,Overspeeding,1,Car,26-35,0,5,High,"Galle Road Fort, Colombo, Sri Lanka","Galle Road Fort, Colombo, Sri Lanka","Galle Buck Rd, Colombo, Sri Lanka",6.9363912,79.8415204
Thalawathugoda Junction,2025-02-10,08:44,Fatal,Side-impact Collision,Distracted Driving,1,Motorcycle,26-35,1,2,High,"Thalawathugoda Junction, Colombo, Sri Lanka","Thalawathugoda Junction, Colombo, Sri Lanka","Thalawathugoda Junction, Ruhunupura, Sri Lanka",6.8763156,79.9353488
"No. 102 Galle Road, Wellawatte, Colombo 06",2025-10-28,14:51,Serious Injury,Multi-vehicle Collision,Driver Fatigue,4,Car; Bus; Motorcycle; Three Wheeler,46-55,0,6,High,"No. 102 Galle Road, Wellawatte, Colombo 06, Colombo, Sri Lanka","No. 102 Galle Road, Wellawatte, Colombo 06, Colombo, Sri Lanka","102 Galle Rd, Colombo 00600, Sri Lanka",6.8748393,79.8610597
"Junction of Maliban Junction and Old Galle Road, Rathmalana",2025-09-29,20:45,Minor Injury,Pedestrian Collision,Failure to Yield,2,Motorcycle; Three Wheeler,26-35,0,1,High,"Junction of Maliban Junction and Old Galle Road, Rathmalana, Colombo, Sri Lanka","Junction of Maliban Junction and Old Galle Road, Rathmalana, Colombo, Sri Lanka","Old Galle Rd, Sri Lanka",6.7507376,79.9002198
Mattakkuliya Junction,2022-08-30,16:50,Minor Injury,Pedestrian Collision,Overspeeding,2,Motorcycle; Car,26-35,0,1,Low,"Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Brg, Colombo, Sri Lanka",6.9805611,79.875318
"Junction of Baseline Road and D R Wijewardena Mawatha, Colombo 09",2024-10-06,08:38,Minor Injury,Head-on Collision,Unsafe Lane Change,3,Bicycle; Motorcycle; Three Wheeler,26-35,0,1,Low,"Junction of Baseline Road and D R Wijewardena Mawatha, Colombo 09, Colombo, Sri Lanka","Junction of Baseline Road and D R Wijewardena Mawatha, Colombo 09, Colombo, Sri Lanka","WV7H+W24, Baseline Rd, Colombo, Sri Lanka",6.9147544,79.8775893
Dematagoda Junction,2023-03-16,19:00,Serious Injury,Pedestrian Collision,Mechanical Failure,2,Motorcycle; Three Wheeler,46-55,0,6,High,"Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Pl, Colombo, Sri Lanka",6.9293231,79.8764195
T B Jayah Mawatha Maradana,2024-06-22,17:56,Minor Injury,Pedestrian Collision,Poor Visibility,1,Motorcycle,56+,0,1,Low,"T B Jayah Mawatha Maradana, Colombo, Sri Lanka","T B Jayah Mawatha Maradana, Colombo, Sri Lanka","T. B. Jayah Mawatha, Colombo, Sri Lanka",6.9235871,79.8619082
Wellawatte Junction,2022-12-13,06:23,Minor Injury,Rear-end Collision,Driver Negligence,1,Motorcycle,26-35,0,4,Moderate,"Wellawatte Junction, Colombo, Sri Lanka","Wellawatte Junction, Colombo, Sri Lanka","Wellawatte, Colombo 00600, Sri Lanka",6.874092099999999,79.8604934
Maradana Junction,2024-06-07,16:45,Fatal,Multi-vehicle Collision,Drunk Driving,4,Three Wheeler; Motorcycle; Car; Bicycle,18-25,2,8,High,"Maradana Junction, Colombo, Sri Lanka","Maradana Junction, Colombo, Sri Lanka","Maradana Junction, Colombo 01000, Sri Lanka",6.928874,79.8637428
Maradana Railway Station Area,2022-06-26,14:04,Minor Injury,Pedestrian Collision,Driver Negligence,2,Car; Bicycle,26-35,0,2,Low,"Maradana Railway Station Area, Colombo, Sri Lanka","Maradana Railway Station Area, Colombo, Sri Lanka","Maradana Railway Station, Jayantha Weerasekara Mawatha, Colombo 01000, Sri Lanka",6.92946,79.86511000000002
Bambalapitiya Junction,2022-03-30,23:15,Minor Injury,Pedestrian Collision,Overspeeding,1,Lorry,18-25,0,2,Moderate,"Bambalapitiya Junction, Colombo, Sri Lanka","Bambalapitiya Junction, Colombo, Sri Lanka","Bambalapitiya, Colombo 00500, Sri Lanka",6.8894192,79.8575468
Galle Road Fort,2025-02-27,08:36,Serious Injury,Side-impact Collision,Reckless Driving,2,Three Wheeler; Van,26-35,0,6,High,"Galle Road Fort, Colombo, Sri Lanka","Galle Road Fort, Colombo, Sri Lanka","Galle Buck Rd, Colombo, Sri Lanka",6.9363912,79.8415204
Wellawatte Junction,2025-07-27,19:29,Minor Injury,Side-impact Collision,Poor Visibility,2,Van; Three Wheeler,46-55,0,3,Low,"Wellawatte Junction, Colombo, Sri Lanka","Wellawatte Junction, Colombo, Sri Lanka","Wellawatte, Colombo 00600, Sri Lanka",6.874092099999999,79.8604934
Bauddhaloka Mawatha Havelock Town,2023-05-13,16:11,Serious Injury,Single Vehicle Crash,Drunk Driving,1,Car,36-45,0,5,Moderate,"Bauddhaloka Mawatha Havelock Town, Colombo, Sri Lanka","Bauddhaloka Mawatha Havelock Town, Colombo, Sri Lanka","Bauddhaloka Mawatha, Colombo, Sri Lanka",6.897011,79.8598172
Kollupitiya Junction,2025-06-13,07:04,Serious Injury,Motorcycle Collision,Reckless Driving,2,Motorcycle; Bus,36-45,0,6,Moderate,"Kollupitiya Junction, Colombo, Sri Lanka","Kollupitiya Junction, Colombo, Sri Lanka","Kollupitiya - Sri Jayewardenepura Rd, Colombo, Sri Lanka",6.9117245,79.8614617
Maradana Junction,2024-11-17,21:01,Minor Injury,Motorcycle Collision,Driver Negligence,2,Motorcycle; Car,18-25,0,3,Low,"Maradana Junction, Colombo, Sri Lanka","Maradana Junction, Colombo, Sri Lanka","Maradana Junction, Colombo 01000, Sri Lanka",6.928874,79.8637428
Armour Street Junction,2023-05-16,19:57,Minor Injury,Multi-vehicle Collision,Driver Negligence,3,Three Wheeler; Bicycle; Lorry,46-55,0,1,Moderate,"Armour Street Junction, Colombo, Sri Lanka","Armour Street Junction, Colombo, Sri Lanka","Armour St, Colombo, Sri Lanka",6.9424222,79.8637618
Battaramulla Town,2024-09-17,08:52,Minor Injury,Head-on Collision,Driver Negligence,2,Car; Motorcycle,18-25,0,3,Low,"Battaramulla Town, Colombo, Sri Lanka","Battaramulla Town, Colombo, Sri Lanka","Battaramulla, Sri Lanka",6.8979941,79.9222869
Dematagoda Junction,2025-12-07,19:33,Minor Injury,Rear-end Collision,Driver Negligence,2,Car; Van,56+,0,3,Low,"Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Junction, Colombo, Sri Lanka","Dematagoda Pl, Colombo, Sri Lanka",6.9293231,79.8764195
Sir Chittampalam A Gardiner Mawatha Fort,2025-01-14,13:11,Serious Injury,Rear-end Collision,Unsafe Lane Change,2,Motorcycle; Car,56+,0,2,High,"Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawath, Colombo, Sri Lanka",6.9298377,79.8477933
Mattakkuliya Junction,2025-11-06,17:03,Minor Injury,Motorcycle Collision,Driver Negligence,2,Motorcycle; Van,18-25,0,3,High,"Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Brg, Colombo, Sri Lanka",6.9805611,79.875318
Wellawatte Junction,2024-11-01,09:49,Minor Injury,Rear-end Collision,Poor Visibility,3,Motorcycle; Three Wheeler; Car,18-25,0,4,Moderate,"Wellawatte Junction, Colombo, Sri Lanka","Wellawatte Junction, Colombo, Sri Lanka","Wellawatte, Colombo 00600, Sri Lanka",6.874092099999999,79.8604934
Sea Street Kotahena,2023-12-21,16:25,Minor Injury,Pedestrian Collision,Unsafe Lane Change,2,Motorcycle; Three Wheeler,46-55,0,1,Low,"Sea Street Kotahena, Colombo, Sri Lanka","Sea Street Kotahena, Colombo, Sri Lanka","Sea St, Colombo 01300, Sri Lanka",6.9418464,79.8542501
Maradana Railway Station Area,2022-02-19,14:28,Serious Injury,Side-impact Collision,Distracted Driving,1,Three Wheeler,56+,0,6,High,"Maradana Railway Station Area, Colombo, Sri Lanka","Maradana Railway Station Area, Colombo, Sri Lanka","Maradana Railway Station, Jayantha Weerasekara Mawatha, Colombo 01000, Sri Lanka",6.92946,79.86511000000002
High Level Road Kirulapone,2023-11-06,09:34,Minor Injury,Multi-vehicle Collision,Overspeeding,3,Motorcycle; Bus; Lorry,46-55,0,3,Moderate,"High Level Road Kirulapone, Colombo, Sri Lanka","High Level Road Kirulapone, Colombo, Sri Lanka","High Level Rd, Colombo, Sri Lanka",6.8775584,79.8793098
"No. 55 Dharmapala Mawatha, Colombo 07",2025-10-08,07:41,Minor Injury,Motorcycle Collision,Distracted Driving,2,Motorcycle; Bicycle,46-55,0,1,Moderate,"No. 55 Dharmapala Mawatha, Colombo 07, Colombo, Sri Lanka","No. 55 Dharmapala Mawatha, Colombo 07, Colombo, Sri Lanka","55 Srimath Anagarika Dharmapala Mawatha, Colombo 00300, Sri Lanka",6.9127781,79.8532601
Sea Street Pettah,2025-07-21,07:31,Serious Injury,Rear-end Collision,Overspeeding,2,Bus; Car,18-25,0,5,Low,"Sea Street Pettah, Colombo, Sri Lanka","Sea Street Pettah, Colombo, Sri Lanka","Sea St, Colombo 01300, Sri Lanka",6.9418464,79.8542501
Panchikawatte,2022-06-17,10:23,Minor Injury,Pedestrian Collision,Driver Fatigue,1,Motorcycle,18-25,0,1,Moderate,"Panchikawatte, Colombo, Sri Lanka","Panchikawatte, Colombo, Sri Lanka","Panchikawatta, Colombo 01000, Sri Lanka",6.9309682,79.8639835
Union Place Slave Island,2022-10-31,19:51,Minor Injury,Single Vehicle Crash,Distracted Driving,1,Three Wheeler,36-45,0,4,Low,"Union Place Slave Island, Colombo, Sri Lanka","Union Place Slave Island, Colombo, Sri Lanka","Union Pl, Colombo, Sri Lanka",6.9203664,79.8578057
Ibbanwala Junction,2025-03-04,18:39,Minor Injury,Motorcycle Collision,Driver Negligence,3,Motorcycle; Car; Bicycle,46-55,0,3,Low,"Ibbanwala Junction, Colombo, Sri Lanka","Ibbanwala Junction, Colombo, Sri Lanka","Ibbanwala, Colombo, Sri Lanka",6.917642,79.8597831
Sri Jayawardenepura Kotte Junction,2023-09-02,21:43,Minor Injury,Rear-end Collision,Poor Visibility,1,Car,26-35,0,2,Low,"Sri Jayawardenepura Kotte Junction, Colombo, Sri Lanka","Sri Jayawardenepura Kotte Junction, Colombo, Sri Lanka","Kotte - Bope Rd, Sri Lanka",6.86535,80.022372
Sir Chittampalam A Gardiner Mawatha Fort,2025-02-20,07:50,Minor Injury,Rear-end Collision,Unsafe Lane Change,2,Lorry; Three Wheeler,26-35,0,2,Low,"Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo, Sri Lanka","Sir Chittampalam A Gardiner Mawath, Colombo, Sri Lanka",6.9298377,79.8477933
Union Place,2023-04-28,22:05,Minor Injury,Rear-end Collision,Driver Negligence,1,Van,18-25,0,3,High,"Union Place, Colombo, Sri Lanka","Union Place, Colombo, Sri Lanka","Union Place, Colombo, Sri Lanka",6.922958299999999,79.8523572
High Level Road Kirulapone,2025-02-28,04:26,Serious Injury,Multi-vehicle Collision,Reckless Driving,3,Motorcycle; Car; Bicycle,36-45,0,4,High,"High Level Road Kirulapone, Colombo, Sri Lanka","High Level Road Kirulapone, Colombo, Sri Lanka","High Level Rd, Colombo, Sri Lanka",6.8775584,79.8793098
Slave Island Junction,2022-05-30,08:21,Serious Injury,Rear-end Collision,Distracted Driving,2,Three Wheeler; Motorcycle,18-25,0,2,Moderate,"Slave Island Junction, Colombo, Sri Lanka","Slave Island Junction, Colombo, Sri Lanka","Kompannavidiya Flyover, Colombo, Sri Lanka",6.9266493,79.8483123
Galle Road Kollupitiya,2023-08-05,17:09,Minor Injury,Multi-vehicle Collision,Reckless Driving,3,Car; Three Wheeler; Motorcycle,18-25,0,2,Low,"Galle Road Kollupitiya, Colombo, Sri Lanka","Galle Road Kollupitiya, Colombo, Sri Lanka","Galle Rd, Colombo, Sri Lanka",6.9037968,79.8521362
Mattakkuliya Junction,2024-01-01,18:36,Serious Injury,Motorcycle Collision,Distracted Driving,4,Motorcycle; Bicycle; Three Wheeler; Van,36-45,0,3,High,"Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Brg, Colombo, Sri Lanka",6.9805611,79.875318
Duplication Road Bambalapitiya,2025-03-08,07:23,Serious Injury,Single Vehicle Crash,Reckless Driving,1,Lorry,26-35,0,2,High,"Duplication Road Bambalapitiya, Colombo, Sri Lanka","Duplication Road Bambalapitiya, Colombo, Sri Lanka","450 E R. A. De Mel Mawatha, Colombo 00200, Sri Lanka",6.9024028,79.8545389
Ibbanwala Junction,2025-02-23,08:01,Fatal,Multi-vehicle Collision,Driver Fatigue,4,Lorry; Motorcycle; Bicycle; Van,26-35,2,4,Moderate,"Ibbanwala Junction, Colombo, Sri Lanka","Ibbanwala Junction, Colombo, Sri Lanka","Ibbanwala, Colombo, Sri Lanka",6.917642,79.8597831
Beira Lake Road Colombo 02,2025-11-07,08:47,Minor Injury,Pedestrian Collision,Overspeeding,1,Motorcycle,26-35,0,2,Low,"Beira Lake Road Colombo 02, Colombo, Sri Lanka","Beira Lake Road Colombo 02, Colombo, Sri Lanka","Beira Lake, Colombo, Sri Lanka",6.929434499999999,79.8541822
Maradana Junction,2024-03-24,16:46,Minor Injury,Multi-vehicle Collision,Overspeeding,3,Car; Motorcycle; Three Wheeler,26-35,0,2,Low,"Maradana Junction, Colombo, Sri Lanka","Maradana Junction, Colombo, Sri Lanka","Maradana Junction, Colombo 01000, Sri Lanka",6.928874,79.8637428
Pettah Market Area,2022-12-01,11:08,Minor Injury,Rear-end Collision,Reckless Driving,2,Motorcycle; Car,18-25,0,3,Low,"Pettah Market Area, Colombo, Sri Lanka","Pettah Market Area, Colombo, Sri Lanka","WVP3+VMM, Keyzer St, Colombo 01100, Sri Lanka",6.937201699999999,79.854187
Duplication Road Bambalapitiya,2024-10-06,23:28,Serious Injury,Side-impact Collision,Driver Negligence,2,Bus; Car,18-25,0,2,High,"Duplication Road Bambalapitiya, Colombo, Sri Lanka","Duplication Road Bambalapitiya, Colombo, Sri Lanka","450 E R. A. De Mel Mawatha, Colombo 00200, Sri Lanka",6.9024028,79.8545389
"Junction of De Saram Road and Hospital Road, Dehiwela",2022-10-02,19:53,Minor Injury,Multi-vehicle Collision,Overspeeding,3,Three Wheeler; Van; Lorry,26-35,0,2,Moderate,"Junction of De Saram Road and Hospital Road, Dehiwela, Colombo, Sri Lanka","Junction of De Saram Road and Hospital Road, Dehiwela, Colombo, Sri Lanka","Hospital Rd, Colombo, Sri Lanka",6.8648594,79.8703535
Sea Street Kotahena,2023-01-01,22:59,Minor Injury,Single Vehicle Crash,Driver Negligence,1,Three Wheeler,36-45,0,1,Low,"Sea Street Kotahena, Colombo, Sri Lanka","Sea Street Kotahena, Colombo, Sri Lanka","Sea St, Colombo 01300, Sri Lanka",6.9418464,79.8542501
Narahenpita Junction,2024-11-30,12:55,Minor Injury,Pedestrian Collision,Driver Negligence,1,Lorry,26-35,0,1,Low,"Narahenpita Junction, Colombo, Sri Lanka","Narahenpita Junction, Colombo, Sri Lanka","Narahenpita, Colombo 00500, Sri Lanka",6.8899209,79.8826281
Borella Junction,2025-09-23,21:22,Minor Injury,Motorcycle Collision,Reckless Driving,2,Motorcycle; Bicycle,26-35,0,2,Low,"Borella Junction, Colombo, Sri Lanka","Borella Junction, Colombo, Sri Lanka","18 Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",6.9139525,79.878481
Maya Avenue Junction,2024-02-03,09:15,Minor Injury,Pedestrian Collision,Poor Visibility,1,Motorcycle,26-35,0,2,Moderate,"Maya Avenue Junction, Colombo, Sri Lanka","Maya Avenue Junction, Colombo, Sri Lanka","Maya Ave, Colombo 00500, Sri Lanka",6.8798254,79.870857
Union Place Slave Island,2025-05-07,09:53,Serious Injury,Multi-vehicle Collision,Driver Negligence,2,Three Wheeler; Van,26-35,0,2,Moderate,"Union Place Slave Island, Colombo, Sri Lanka","Union Place Slave Island, Colombo, Sri Lanka","Union Pl, Colombo, Sri Lanka",6.9203664,79.8578057
Borella Junction,2024-12-21,07:19,Minor Injury,Rear-end Collision,Driver Fatigue,2,Bicycle; Three Wheeler,36-45,0,3,Moderate,"Borella Junction, Colombo, Sri Lanka","Borella Junction, Colombo, Sri Lanka","18 Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",6.9139525,79.878481
Mattakkuliya Junction,2022-11-18,18:14,Serious Injury,Rear-end Collision,Distracted Driving,1,Car,18-25,0,2,Low,"Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Junction, Colombo, Sri Lanka","Mattakkuliya Brg, Colombo, Sri Lanka",6.9805611,79.875318
High Level Road Maharagama,2022-10-20,07:28,Minor Injury,Rear-end Collision,Distracted Driving,1,Motorcycle,26-35,0,3,Low,"High Level Road Maharagama, Colombo, Sri Lanka","High Level Road Maharagama, Colombo, Sri Lanka","High Level Rd, Maharagama, Sri Lanka",6.8491609,79.9243239
Havelock Place Area,2024-03-30,18:21,Serious Injury,Motorcycle Collision,Unsafe Lane Change,2,Motorcycle; Car,26-35,0,6,High,"Havelock Place Area, Colombo, Sri Lanka","Havelock Place Area, Colombo, Sri Lanka","Havelock Pl, Colombo 00500, Sri Lanka",6.8854515,79.8658603
Fort Railway Station Area,2023-10-29,12:17,Minor Injury,Motorcycle Collision,Distracted Driving,3,Motorcycle; Lorry; Car,56+,0,2,Moderate,"Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway Station Area, Colombo, Sri Lanka","Fort Railway station, Colombo, Sri Lanka",6.9337011,79.85003019999999
Sea Street Kotahena,2025-11-12,03:40,Minor Injury,Rear-end Collision,Driver Negligence,1,Car,18-25,0,1,Low,"Sea Street Kotahena, Colombo, Sri Lanka","Sea Street Kotahena, Colombo, Sri Lanka","Sea St, Colombo 01300, Sri Lanka",6.9418464,79.8542501
Grandpass Junction,2024-12-26,13:51,Minor Injury,Side-impact Collision,Unsafe Lane Change,2,Bus; Bicycle,26-35,0,1,Low,"Grandpass Junction, Colombo, Sri Lanka","Grandpass Junction, Colombo, Sri Lanka","Grandpass Rd, Colombo, Sri Lanka",6.9432514,79.8685531
Darley Road Cinnamon Gardens,2025-02-24,06:40,Minor Injury,Pedestrian Collision,Driver Negligence,2,Bus; Motorcycle,36-45,0,1,Low,"Darley Road Cinnamon Gardens, Colombo, Sri Lanka","Darley Road Cinnamon Gardens, Colombo, Sri Lanka","Darley Rd, Colombo, Sri Lanka",6.9228616,79.8620451
Madampitiya Road,2024-02-25,20:18,Serious Injury,Motorcycle Collision,Driver Fatigue,2,Motorcycle; Bicycle,46-55,0,2,High,"Madampitiya Road, Colombo, Sri Lanka","Madampitiya Road, Colombo, Sri Lanka","Madampitiya Rd, Colombo, Sri Lanka",6.9624445,79.8714976
"No. 09 Station Road, Maharagama",2024-12-26,11:14,Minor Injury,Pedestrian Collision,Distracted Driving,1,Motorcycle,18-25,0,1,Moderate,"No. 09 Station Road, Maharagama, Colombo, Sri Lanka","No. 09 Station Road, Maharagama, Colombo, Sri Lanka","9 Station Rd, Colombo 00400, Sri Lanka",6.893399199999999,79.8545163
